EMPID,Team,Cluster,Qualification,Sex,Recruitment_Mode,Number of Certifications,Age,Last Year Rating,Years_Of_Exp,KPIs_Met? >80%,Performer_Award??,Avg_KPI_Score,Is_Retained?
25979,Technology,Cluster_12,Bachelor's,m,sourcing,1,28,,1,0,0,81,0
60172,Sales & Marketing,Cluster_15,Master's & above,m,other,1,30,3,3,0,0,48,0
19975,Sales & Marketing,Cluster_32,,f,other,1,28,3,3,0,0,47,0
30199,Operations,Cluster_13,Bachelor's,m,sourcing,2,31,3,4,0,0,58,0
5657,Technology,Cluster_5,Master's & above,m,sourcing,2,39,5,7,1,0,77,1
44412,Finance,Cluster_32,Bachelor's,m,other,1,28,3,1,1,0,60,1
58352,Sales & Marketing,Cluster_2,Bachelor's,f,sourcing,1,56,4,25,0,0,48,0
59569,Operations,Cluster_22,Master's & above,f,other,2,34,5,7,1,0,59,0
49946,Sales & Marketing,Cluster_22,Bachelor's,m,other,1,30,1,2,0,0,52,0
2807,Sales & Marketing,Cluster_13,Bachelor's,m,other,3,38,2,4,1,0,47,0
69264,Analytics,Cluster_22,Bachelor's,f,sourcing,1,28,1,2,0,0,84,0
40795,Operations,Cluster_11,Bachelor's,m,other,1,28,,1,1,0,62,0
837,Operations,Cluster_7,Bachelor's,m,other,1,31,3,7,1,0,60,0
46680,Procurement,Cluster_17,Master's & above,f,other,1,44,5,17,1,0,67,0
51805,Sales & Marketing,Cluster_15,Bachelor's,m,sourcing,1,43,2,6,0,0,50,0
46543,Operations,Cluster_31,Bachelor's,m,other,1,36,2,2,0,0,55,0
22321,Sales & Marketing,Cluster_4,Bachelor's,m,sourcing,3,47,2,13,0,0,50,0
20568,Sales & Marketing,Cluster_26,Bachelor's,m,other,1,54,5,9,1,0,51,1
57570,Sales & Marketing,Cluster_2,Bachelor's,m,other,1,24,3,2,1,0,47,1
71542,Technology,Cluster_26,Bachelor's,f,sourcing,1,34,4,6,1,0,82,0
72439,Sales & Marketing,Cluster_28,Bachelor's,f,sourcing,1,26,5,3,1,0,47,0
15896,Technology,Cluster_10,Master's & above,m,other,1,36,5,3,1,0,77,0
11812,Procurement,Cluster_22,Bachelor's,m,other,1,30,,1,0,0,71,0
64470,Sales & Marketing,Cluster_14,Bachelor's,m,sourcing,1,46,1,16,0,0,52,0
63630,Technology,Cluster_2,Bachelor's,m,referred,1,34,5,9,1,0,84,1
1661,Analytics,Cluster_27,Bachelor's,m,sourcing,1,29,4,2,1,0,85,0
15847,Technology,Cluster_8,Bachelor's,f,sourcing,1,25,5,2,1,0,80,0
60681,Procurement,Cluster_13,Bachelor's,m,sourcing,1,26,3,4,0,0,68,0
54978,Operations,Cluster_15,Bachelor's,m,other,1,40,1,2,0,0,60,0
16930,HR,Cluster_2,Bachelor's,m,sourcing,1,51,2,12,0,0,49,0
16956,Technology,Cluster_26,Bachelor's,f,sourcing,1,32,3,5,0,0,80,0
48291,Operations,Cluster_15,Master's & above,f,other,1,38,3,8,1,0,63,0
1592,Sales & Marketing,Cluster_2,Master's & above,f,sourcing,4,36,2,5,0,0,48,0
11225,Procurement,Cluster_2,Bachelor's,f,sourcing,2,24,,1,1,0,66,1
21332,Sales & Marketing,Cluster_2,Bachelor's,m,other,1,31,4,5,0,0,48,0
44072,Operations,Cluster_31,Bachelor's,f,sourcing,1,32,5,6,1,0,62,0
8748,Procurement,Cluster_25,Master's & above,m,sourcing,1,34,5,4,1,0,92,1
3454,Sales & Marketing,Cluster_2,Master's & above,m,sourcing,2,40,2,12,0,0,49,0
61150,Sales & Marketing,Cluster_29,Bachelor's,m,other,1,33,2,7,0,0,48,0
45869,Operations,Cluster_15,Bachelor's,f,sourcing,1,40,5,9,0,0,60,0
50679,Sales & Marketing,Cluster_25,,m,other,1,32,5,6,1,0,45,0
37572,Operations,Cluster_2,Master's & above,f,sourcing,1,53,4,10,0,0,61,0
54746,Procurement,Cluster_7,Bachelor's,m,other,2,32,3,5,0,0,72,0
36385,Sales & Marketing,Cluster_2,Bachelor's,f,other,1,55,3,7,0,0,47,0
39489,Technology,Cluster_2,Bachelor's,f,other,2,32,3,4,0,0,79,0
12884,Operations,Cluster_27,Bachelor's,m,sourcing,1,29,4,6,1,0,60,0
21876,Operations,Cluster_2,Bachelor's,f,other,1,57,4,18,0,0,62,0
25911,Operations,Cluster_14,Bachelor's,f,sourcing,1,37,3,9,1,0,58,0
69689,Sales & Marketing,Cluster_2,Bachelor's,m,other,4,25,2,2,0,0,49,0
54138,Sales & Marketing,Cluster_13,Bachelor's,m,sourcing,1,34,3,6,1,0,55,0
59689,Analytics,Cluster_22,Master's & above,m,sourcing,1,34,5,8,0,0,82,0
80,Sales & Marketing,Cluster_12,Master's & above,m,other,1,38,3,8,0,0,52,0
56755,Sales & Marketing,Cluster_25,Bachelor's,m,other,2,29,1,2,1,0,43,0
54744,Sales & Marketing,Cluster_2,Bachelor's,f,other,1,31,5,5,1,0,50,0
55063,Procurement,Cluster_30,Bachelor's,f,sourcing,1,37,3,5,0,1,97,1
51242,Technology,Cluster_2,Below Secondary,m,referred,1,24,4,3,1,0,75,0
36495,HR,Cluster_2,Bachelor's,m,sourcing,1,31,3,4,1,0,50,0
31680,Sales & Marketing,Cluster_19,Bachelor's,m,other,1,35,1,7,1,0,51,0
40497,Operations,Cluster_2,Master's & above,f,sourcing,1,50,5,16,1,0,56,0
72266,Sales & Marketing,Cluster_17,Bachelor's,m,sourcing,2,30,3,5,0,0,45,0
21800,Sales & Marketing,Cluster_31,Bachelor's,m,sourcing,1,38,3,5,0,0,53,0
42141,Procurement,Cluster_13,Master's & above,f,sourcing,1,35,3,6,0,0,66,0
60952,Operations,Cluster_2,Bachelor's,m,other,1,29,3,5,0,0,58,0
8388,Operations,Cluster_32,Bachelor's,f,other,1,41,5,11,1,0,62,0
25440,Operations,Cluster_12,Bachelor's,m,other,2,31,5,3,1,0,57,0
12036,Procurement,Cluster_27,Bachelor's,f,sourcing,1,34,5,3,1,0,65,0
32895,Procurement,Cluster_15,Master's & above,f,other,1,37,3,10,0,0,72,0
16615,Analytics,Cluster_13,Bachelor's,m,other,1,30,5,3,1,0,84,0
804,Sales & Marketing,Cluster_8,Bachelor's,f,other,1,31,3,3,0,0,47,0
11854,Operations,Cluster_29,Bachelor's,m,sourcing,1,29,2,3,0,0,60,0
35463,Procurement,Cluster_27,Bachelor's,f,other,1,26,3,3,0,0,66,0
42243,Sales & Marketing,Cluster_23,Master's & above,m,other,1,42,3,5,1,0,48,0
73585,Procurement,Cluster_22,Bachelor's,f,other,1,30,4,6,1,0,68,0
67111,Procurement,Cluster_2,Bachelor's,f,sourcing,3,43,3,10,0,0,70,0
69395,Technology,Cluster_2,Bachelor's,f,other,2,31,3,5,0,0,84,0
6686,Sales & Marketing,Cluster_27,Master's & above,m,other,2,50,3,17,0,0,50,0
13171,Technology,Cluster_2,Bachelor's,f,sourcing,1,34,4,3,0,0,80,0
26705,Finance,Cluster_19,Bachelor's,m,other,1,31,3,5,0,0,64,0
15674,Procurement,Cluster_17,Bachelor's,f,other,1,58,5,19,0,0,68,0
67950,Finance,Cluster_7,Bachelor's,m,other,2,30,3,3,0,0,70,1
64636,Procurement,Cluster_26,Below Secondary,m,other,1,25,5,2,1,0,69,0
63515,Sales & Marketing,Cluster_28,Bachelor's,m,other,1,35,5,10,0,0,50,0
9153,Analytics,Cluster_11,Bachelor's,m,sourcing,1,33,3,3,1,0,86,0
1685,Operations,Cluster_7,Bachelor's,m,other,1,30,4,8,0,0,57,0
60536,Procurement,Cluster_7,Master's & above,m,sourcing,3,39,5,7,0,1,96,1
6892,Operations,Cluster_2,,f,other,1,43,3,13,0,0,59,0
53264,Operations,Cluster_2,Bachelor's,m,other,2,32,5,5,1,0,61,0
53511,Sales & Marketing,Cluster_19,Bachelor's,m,sourcing,2,34,4,3,0,0,53,0
35421,HR,Cluster_22,Bachelor's,m,other,1,33,3,4,1,0,49,0
22243,Sales & Marketing,Cluster_14,Bachelor's,m,sourcing,1,31,1,7,1,0,50,0
26624,Sales & Marketing,Cluster_22,Bachelor's,m,other,2,38,1,4,0,0,50,0
65079,Finance,Cluster_2,Bachelor's,m,other,2,53,3,4,0,0,61,0
5662,Finance,Cluster_2,Bachelor's,m,other,2,42,3,10,0,0,63,0
14725,Analytics,Cluster_2,Master's & above,m,other,1,56,5,3,1,1,94,1
6955,Sales & Marketing,Cluster_15,Bachelor's,m,other,1,49,2,5,0,0,51,0
15415,Analytics,Cluster_2,Master's & above,m,other,1,34,4,3,1,0,85,0
37333,Procurement,Cluster_7,Bachelor's,f,other,1,31,5,3,0,0,70,0
35228,Technology,Cluster_7,Below Secondary,m,sourcing,1,24,3,2,0,0,78,0
26185,Operations,Cluster_7,Bachelor's,m,sourcing,1,27,,1,0,0,59,0
41448,Technology,Cluster_26,Bachelor's,f,other,1,42,4,7,1,0,74,0
66710,Operations,Cluster_26,Master's & above,m,sourcing,1,45,2,15,0,0,62,0
63657,Procurement,Cluster_2,Below Secondary,f,sourcing,1,23,,1,0,0,67,0
34883,Sales & Marketing,Cluster_2,Bachelor's,m,other,2,36,3,6,1,0,48,0
71665,Technology,Cluster_29,Bachelor's,m,sourcing,1,32,3,3,0,0,79,0
67708,Finance,Cluster_2,Bachelor's,m,sourcing,4,25,4,4,0,0,60,0
49487,Sales & Marketing,Cluster_14,Bachelor's,m,other,2,29,2,6,0,0,50,0
65220,Sales & Marketing,Cluster_2,Master's & above,f,other,1,40,4,5,0,0,53,0
68418,Sales & Marketing,Cluster_12,Bachelor's,m,sourcing,1,44,3,15,0,0,45,0
760,Technology,Cluster_4,Master's & above,m,other,1,34,3,8,0,0,79,0
38714,Sales & Marketing,Cluster_22,Master's & above,m,other,1,20,,1,0,0,57,0
32460,Procurement,Cluster_15,Bachelor's,f,sourcing,2,38,1,10,0,0,75,0
60247,Sales & Marketing,Cluster_3,Bachelor's,m,sourcing,1,41,3,4,1,0,43,0
72890,Analytics,Cluster_11,Master's & above,m,other,1,39,5,3,1,1,97,1
25840,Operations,Cluster_2,Bachelor's,m,sourcing,1,33,5,4,0,0,54,0
29407,Sales & Marketing,Cluster_28,Bachelor's,m,other,1,31,2,6,0,0,47,0
70509,Analytics,Cluster_4,Master's & above,m,sourcing,2,40,3,8,0,0,85,0
15103,Sales & Marketing,Cluster_2,Bachelor's,m,other,1,34,5,4,0,0,44,0
38579,Analytics,Cluster_2,Bachelor's,m,sourcing,4,40,5,3,1,0,84,0
62447,Sales & Marketing,Cluster_2,Master's & above,m,other,1,47,5,7,1,0,48,0
77353,Analytics,Cluster_13,Bachelor's,m,other,1,34,1,5,0,0,87,0
41051,Procurement,Cluster_16,Bachelor's,m,other,1,33,3,9,0,0,73,0
20736,Operations,Cluster_22,Bachelor's,f,other,1,28,,1,0,0,63,0
77251,Analytics,Cluster_13,Bachelor's,m,sourcing,2,27,5,3,1,0,84,0
62619,Procurement,Cluster_7,Bachelor's,m,other,1,30,3,7,1,0,69,1
34652,Sales & Marketing,Cluster_11,Bachelor's,m,sourcing,2,26,,1,0,0,48,0
41327,Analytics,Cluster_13,Bachelor's,m,other,2,33,5,4,0,1,89,0
4151,Sales & Marketing,Cluster_4,Bachelor's,m,other,1,34,5,4,0,1,63,1
49607,Operations,Cluster_7,Master's & above,m,sourcing,1,47,3,14,0,0,56,0
21961,Technology,Cluster_7,Bachelor's,f,other,1,31,3,2,1,0,78,1
2077,R&D,Cluster_19,Bachelor's,m,other,2,38,3,10,0,0,85,0
17680,Sales & Marketing,Cluster_23,Bachelor's,f,other,1,32,5,7,1,0,50,0
36305,Sales & Marketing,Cluster_22,,m,other,1,30,4,4,0,0,52,0
75887,Procurement,Cluster_2,Master's & above,m,sourcing,2,45,1,16,0,0,70,0
17555,Procurement,Cluster_7,Master's & above,f,other,1,35,5,5,1,0,67,1
54195,Sales & Marketing,Cluster_13,,m,other,1,26,3,2,0,0,49,0
56811,Analytics,Cluster_27,Bachelor's,f,other,1,31,5,5,1,0,88,0
57353,Operations,Cluster_22,Bachelor's,m,other,2,34,3,7,1,0,58,0
70195,Operations,Cluster_13,Bachelor's,m,sourcing,2,38,3,10,0,0,63,0
44328,Sales & Marketing,Cluster_2,,m,sourcing,1,25,,1,1,0,50,0
64502,Sales & Marketing,Cluster_15,Bachelor's,f,other,1,28,3,2,0,0,51,0
11527,Technology,Cluster_22,Master's & above,m,sourcing,1,32,2,7,0,0,77,0
61676,Technology,Cluster_27,Master's & above,f,sourcing,1,39,2,7,0,0,74,0
34833,Technology,Cluster_11,Bachelor's,m,sourcing,1,29,4,3,0,0,78,0
24253,Sales & Marketing,Cluster_16,,m,other,1,23,,1,0,0,47,0
75858,Analytics,Cluster_22,Bachelor's,f,sourcing,1,28,,1,0,0,85,0
14600,Operations,Cluster_26,Bachelor's,m,other,1,25,,1,0,0,59,0
1436,Operations,Cluster_4,Bachelor's,m,other,1,25,5,1,1,0,58,0
28327,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,31,1,5,0,0,58,1
50224,Sales & Marketing,Cluster_11,Bachelor's,m,sourcing,1,31,3,7,0,0,51,0
58564,Operations,Cluster_4,Bachelor's,m,sourcing,1,33,5,4,1,0,56,0
56350,Operations,Cluster_27,Bachelor's,f,sourcing,1,29,,1,1,0,58,0
44062,Operations,Cluster_12,Bachelor's,f,other,1,29,3,4,1,0,61,0
8384,HR,Cluster_20,Master's & above,f,other,1,35,3,5,0,0,51,0
70959,Sales & Marketing,Cluster_22,Bachelor's,f,sourcing,1,28,,1,1,0,44,1
32866,Sales & Marketing,Cluster_4,Master's & above,m,other,2,35,3,9,0,0,51,0
22793,Sales & Marketing,Cluster_2,Bachelor's,f,other,1,53,2,9,0,0,52,0
58216,Operations,Cluster_12,Bachelor's,f,other,1,36,3,11,0,0,62,0
17930,Technology,Cluster_22,Bachelor's,m,other,1,33,5,6,1,0,80,0
13390,Operations,Cluster_31,Master's & above,m,other,2,34,5,7,1,0,58,0
19063,Legal,Cluster_2,Bachelor's,f,other,1,27,,1,1,0,57,0
18178,Operations,Cluster_15,Bachelor's,m,sourcing,1,36,5,4,0,0,72,1
60237,Technology,Cluster_2,Bachelor's,m,other,1,50,2,7,0,0,79,0
54596,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,2,54,3,25,0,0,50,0
7596,Operations,Cluster_23,Master's & above,m,other,1,40,3,12,1,0,63,1
64532,Technology,Cluster_7,Master's & above,f,other,1,35,5,10,1,0,78,0
17396,Operations,Cluster_30,Bachelor's,f,other,1,30,3,8,0,0,62,0
59631,R&D,Cluster_22,Bachelor's,m,other,1,30,5,2,1,0,84,0
46335,Operations,Cluster_15,Bachelor's,m,other,1,40,5,6,0,0,58,0
1572,Sales & Marketing,Cluster_22,Bachelor's,m,other,3,32,1,8,0,0,53,0
37003,Finance,Cluster_2,Bachelor's,m,sourcing,3,34,1,6,0,0,63,0
1880,Sales & Marketing,Cluster_2,Bachelor's,m,other,1,57,5,28,0,0,48,0
55459,Operations,Cluster_22,Bachelor's,m,other,1,22,,1,0,0,59,0
71337,Sales & Marketing,Cluster_2,,m,other,1,46,4,3,0,0,52,0
30782,Sales & Marketing,Cluster_14,Master's & above,m,sourcing,1,35,5,9,0,0,44,0
23776,Technology,Cluster_27,Master's & above,m,other,1,39,5,10,1,0,78,1
13462,Technology,Cluster_22,Bachelor's,m,referred,1,27,,1,1,0,78,0
27713,Sales & Marketing,Cluster_14,Bachelor's,m,other,1,34,5,8,1,0,51,0
76722,Sales & Marketing,Cluster_2,Bachelor's,m,other,1,41,5,4,1,1,48,1
24958,Technology,Cluster_26,Master's & above,m,other,1,41,5,4,0,0,90,1
46784,Technology,Cluster_13,Bachelor's,m,referred,2,30,4,5,0,0,83,0
39854,Operations,Cluster_4,Master's & above,f,other,1,37,3,7,0,0,68,0
1309,Sales & Marketing,Cluster_13,Master's & above,f,sourcing,1,39,5,8,0,0,51,0
77428,Analytics,Cluster_2,,m,sourcing,2,40,3,2,0,0,84,0
68308,Operations,Cluster_2,Master's & above,f,other,1,40,3,2,1,0,57,0
3815,Technology,Cluster_2,Bachelor's,m,sourcing,1,34,1,3,0,0,78,0
60872,Procurement,Cluster_2,Bachelor's,f,other,2,27,4,3,0,0,66,0
43941,Operations,Cluster_11,Bachelor's,m,other,1,40,4,8,0,0,60,0
43875,Sales & Marketing,Cluster_34,Bachelor's,m,other,5,26,1,3,0,0,50,0
19581,Finance,Cluster_2,Bachelor's,f,other,1,32,3,2,0,0,63,0
42957,Procurement,Cluster_2,Master's & above,m,sourcing,1,51,4,13,0,0,67,0
4872,HR,Cluster_7,Bachelor's,f,other,1,26,4,2,0,0,48,0
48489,Operations,Cluster_22,Master's & above,m,other,1,43,3,9,1,0,63,0
43816,Sales & Marketing,Cluster_11,Master's & above,m,sourcing,1,31,5,6,1,0,51,0
24069,Technology,Cluster_22,Bachelor's,f,sourcing,1,30,4,4,1,0,81,0
38232,Operations,Cluster_13,Bachelor's,m,sourcing,1,31,3,4,1,0,61,0
70242,R&D,Cluster_11,Bachelor's,m,other,1,27,3,5,0,0,84,0
42433,Operations,Cluster_11,Master's & above,m,sourcing,1,35,4,10,0,0,57,0
33759,Operations,Cluster_15,Master's & above,m,sourcing,1,48,3,2,1,0,56,0
30396,Sales & Marketing,Cluster_10,Master's & above,m,sourcing,1,31,3,3,0,0,49,0
2071,Operations,Cluster_2,Master's & above,f,other,1,52,4,24,0,0,62,0
32493,Operations,Cluster_31,Bachelor's,m,sourcing,2,29,3,2,1,0,58,0
58318,Sales & Marketing,Cluster_17,Bachelor's,m,sourcing,1,33,5,9,0,0,46,0
9896,Sales & Marketing,Cluster_13,Bachelor's,f,sourcing,1,32,5,9,1,0,48,0
22921,Operations,Cluster_15,Master's & above,m,referred,2,38,3,7,1,0,59,1
1594,Sales & Marketing,Cluster_13,Bachelor's,m,other,1,43,3,14,0,0,45,0
43211,Analytics,Cluster_15,Bachelor's,m,sourcing,3,29,3,4,0,0,90,0
34199,Procurement,Cluster_26,Bachelor's,m,other,1,29,4,5,1,0,63,0
61601,Technology,Cluster_16,Bachelor's,f,other,1,30,1,2,0,0,78,0
73209,Sales & Marketing,Cluster_13,Bachelor's,m,other,1,26,4,3,0,0,48,0
62955,Analytics,Cluster_8,Bachelor's,m,sourcing,2,29,1,4,0,0,83,0
30004,Procurement,Cluster_2,Bachelor's,f,sourcing,1,35,5,6,1,0,71,1
78270,Operations,Cluster_22,Master's & above,m,sourcing,1,52,3,19,1,0,57,0
37485,Analytics,Cluster_22,Bachelor's,m,sourcing,2,28,3,2,0,0,83,0
9131,Sales & Marketing,Cluster_8,Bachelor's,m,other,1,27,4,3,1,1,50,0
62833,Legal,Cluster_29,Bachelor's,m,other,1,29,5,4,0,0,58,0
39890,Procurement,Cluster_7,Bachelor's,m,other,1,41,1,10,0,0,67,0
2969,Sales & Marketing,Cluster_2,Bachelor's,m,sourcing,1,37,3,4,0,0,53,0
45931,Sales & Marketing,Cluster_22,Bachelor's,m,sourcing,1,33,5,5,1,0,41,0
21537,Sales & Marketing,Cluster_2,,m,other,1,50,2,2,0,0,54,0
70236,Sales & Marketing,Cluster_2,Master's & above,m,sourcing,1,34,5,3,1,0,49,1
20817,Technology,Cluster_7,Bachelor's,f,other,1,28,3,6,0,0,78,0
43413,Analytics,Cluster_11,Bachelor's,m,sourcing,1,31,3,5,0,0,82,0
73747,HR,Cluster_8,Bachelor's,f,sourcing,2,26,4,3,0,0,50,0
41820,Sales & Marketing,Cluster_31,Master's & above,m,other,1,45,5,15,1,0,46,0
21946,Technology,Cluster_7,Bachelor's,f,other,1,29,5,2,1,0,85,1
36799,Operations,Cluster_31,Bachelor's,f,other,1,28,3,3,0,0,58,0
69752,Operations,Cluster_26,Bachelor's,f,other,1,31,5,6,1,0,62,0
41936,Procurement,Cluster_2,Master's & above,f,sourcing,1,55,3,4,0,0,73,0
9374,Analytics,Cluster_11,Bachelor's,m,sourcing,1,33,3,7,1,1,82,0
20629,Procurement,Cluster_19,Bachelor's,f,sourcing,1,37,3,7,0,0,68,0
27272,Procurement,Cluster_9,Bachelor's,f,sourcing,1,28,2,2,0,1,64,0
61459,Operations,Cluster_13,Bachelor's,m,sourcing,1,38,3,2,0,0,59,0
19383,Operations,Cluster_4,Bachelor's,f,other,1,34,4,7,0,0,67,1
1551,Procurement,Cluster_2,Master's & above,m,sourcing,1,33,4,7,1,0,69,0
6533,Operations,Cluster_2,Bachelor's,f,other,1,60,4,3,0,0,53,0
46617,Operations,Cluster_2,Bachelor's,m,sourcing,1,52,2,15,0,0,60,0
37981,Analytics,Cluster_27,Bachelor's,m,other,1,32,3,6,1,0,83,0
40958,Operations,Cluster_13,Bachelor's,m,other,1,41,3,10,0,0,59,0
35719,Sales & Marketing,Cluster_23,Bachelor's,m,other,1,34,1,10,0,0,49,0
69997,Analytics,Cluster_7,Bachelor's,m,sourcing,1,31,4,7,0,0,80,0
72342,Technology,Cluster_2,Bachelor's,m,sourcing,1,24,4,2,0,0,76,0
67846,Sales & Marketing,Cluster_7,Master's & above,m,sourcing,2,39,3,4,1,0,48,0
48634,Analytics,Cluster_26,Bachelor's,m,other,2,24,,1,0,0,89,0
65354,Analytics,Cluster_4,Bachelor's,m,other,2,28,4,3,1,0,85,0
24729,Technology,Cluster_2,Bachelor's,m,other,3,28,3,2,0,0,73,0
39139,Analytics,Cluster_22,Bachelor's,f,other,1,28,3,2,0,0,80,0
31112,HR,Cluster_13,Bachelor's,f,other,1,30,1,10,0,0,50,0
44667,Analytics,Cluster_19,Bachelor's,m,other,1,37,5,4,1,0,83,0
4956,Sales & Marketing,Cluster_16,,m,sourcing,1,22,5,2,0,0,62,1
44151,Procurement,Cluster_26,Bachelor's,f,sourcing,1,34,3,6,0,0,72,0
63392,Technology,Cluster_22,Bachelor's,m,other,1,31,5,4,1,0,83,0
40318,Analytics,Cluster_22,Bachelor's,f,other,1,28,4,5,0,0,84,1
43986,Procurement,Cluster_10,Master's & above,m,other,1,37,3,3,0,0,66,0
51848,Finance,Cluster_2,Master's & above,f,other,1,36,4,9,0,0,59,0
16059,Sales & Marketing,Cluster_7,,m,other,2,23,,1,0,0,47,0
77027,Technology,Cluster_31,Bachelor's,f,other,1,30,4,10,1,0,80,0
38278,Sales & Marketing,Cluster_22,Master's & above,m,other,1,45,3,7,0,0,53,0
67808,Procurement,Cluster_4,Master's & above,f,sourcing,2,41,3,7,0,0,72,0
8080,Operations,Cluster_22,Master's & above,f,sourcing,1,55,1,13,0,0,56,0
18614,Operations,Cluster_20,Bachelor's,f,other,1,26,,1,0,1,58,0
53045,Technology,Cluster_4,Bachelor's,f,other,1,26,,1,0,0,77,0
64229,Sales & Marketing,Cluster_32,Bachelor's,m,sourcing,1,28,3,4,0,0,47,0
14956,Procurement,Cluster_17,Bachelor's,f,sourcing,1,29,3,3,0,0,70,0
77610,Sales & Marketing,Cluster_31,Bachelor's,m,other,1,38,1,3,0,0,53,0
13180,Operations,Cluster_7,Bachelor's,m,sourcing,1,28,1,2,0,0,60,0
33882,Sales & Marketing,Cluster_5,Bachelor's,m,other,1,31,1,5,0,0,48,0
77502,Sales & Marketing,Cluster_2,Master's & above,m,sourcing,1,46,2,12,0,0,53,0
74488,Technology,Cluster_14,Bachelor's,f,sourcing,1,43,4,14,1,0,79,0
45579,Technology,Cluster_23,Bachelor's,m,sourcing,2,30,2,2,0,0,81,0
56971,Sales & Marketing,Cluster_11,,m,other,1,24,3,2,0,0,45,0
67018,Procurement,Cluster_17,Master's & above,f,other,1,37,1,5,0,0,62,0
16218,Operations,Cluster_15,Bachelor's,f,sourcing,1,38,4,3,0,0,56,0
40255,Operations,Cluster_7,Bachelor's,m,sourcing,1,37,5,4,1,0,59,0
55784,Legal,Cluster_9,Master's & above,m,sourcing,1,34,3,6,1,0,60,0
4725,Sales & Marketing,Cluster_2,Bachelor's,m,referred,3,32,4,5,0,0,47,0
9260,HR,Cluster_11,Bachelor's,m,sourcing,1,27,,1,0,0,52,0
24448,Technology,Cluster_2,Master's & above,m,sourcing,2,43,2,5,0,0,85,0
16264,Operations,Cluster_7,Master's & above,m,sourcing,1,39,2,11,0,0,61,0
37795,Sales & Marketing,Cluster_26,Bachelor's,f,sourcing,1,37,3,3,0,0,54,0
40411,Analytics,Cluster_23,Bachelor's,m,sourcing,1,31,4,3,1,0,88,0
67263,Technology,Cluster_11,Bachelor's,m,other,1,34,4,4,0,0,78,0
59404,Sales & Marketing,Cluster_28,Bachelor's,m,sourcing,1,37,4,9,0,0,50,0
59180,Technology,Cluster_13,Bachelor's,f,other,1,24,3,2,0,0,82,0
54867,Operations,Cluster_22,Bachelor's,m,other,1,34,4,10,1,0,56,0
17380,Operations,Cluster_2,Master's & above,m,other,1,46,5,3,1,0,58,0
14079,Operations,Cluster_22,Bachelor's,f,other,1,26,,1,1,0,62,0
27216,Analytics,Cluster_15,Bachelor's,m,other,1,28,,1,0,0,87,0
8968,Procurement,Cluster_22,Bachelor's,m,other,1,26,2,2,0,0,71,0
69884,Analytics,Cluster_22,Bachelor's,m,sourcing,1,28,4,2,1,0,81,1
9813,Operations,Cluster_15,Bachelor's,m,other,1,44,3,16,0,0,61,0
59570,Procurement,Cluster_9,Bachelor's,m,other,1,28,,1,0,0,67,0
26923,R&D,Cluster_13,Master's & above,m,sourcing,2,35,5,7,1,0,83,0
62238,Procurement,Cluster_7,Master's & above,m,other,1,36,3,6,0,0,94,1
10592,Procurement,Cluster_22,Bachelor's,m,other,1,32,1,6,0,0,70,0
65963,Sales & Marketing,Cluster_22,Bachelor's,m,other,3,29,1,2,0,0,50,0
11074,Operations,Cluster_27,Bachelor's,f,other,1,33,3,10,1,0,62,0
49084,Finance,Cluster_2,Below Secondary,m,sourcing,1,25,4,3,1,0,61,0
29712,Technology,Cluster_23,Bachelor's,m,other,1,33,4,3,0,0,76,0
78015,Sales & Marketing,Cluster_10,Master's & above,f,other,1,35,3,4,1,0,49,0
25727,Analytics,Cluster_15,Bachelor's,m,sourcing,1,30,2,4,0,0,81,0
71026,Operations,Cluster_2,Bachelor's,f,other,1,54,1,8,0,0,60,0
22092,Sales & Marketing,Cluster_13,Bachelor's,m,sourcing,1,22,,1,0,0,48,0
22360,Operations,Cluster_2,Bachelor's,m,sourcing,1,50,3,17,0,0,61,0
55140,Technology,Cluster_19,Bachelor's,f,sourcing,1,36,3,8,0,0,78,0
34515,Technology,Cluster_2,Bachelor's,m,sourcing,1,38,4,10,0,0,76,0
68593,Procurement,Cluster_2,Master's & above,f,other,1,33,5,8,0,0,79,1
38348,Procurement,Cluster_13,Master's & above,m,other,1,41,3,11,0,0,65,0
10778,Procurement,Cluster_2,Bachelor's,m,sourcing,2,26,3,1,0,0,68,0
26853,Operations,Cluster_2,Bachelor's,f,sourcing,1,55,3,9,0,0,56,0
43160,Operations,Cluster_2,Bachelor's,f,sourcing,1,59,4,25,0,0,58,0
13009,Technology,Cluster_7,Bachelor's,m,sourcing,1,52,3,6,0,0,81,0
27921,Technology,Cluster_2,Bachelor's,m,sourcing,2,30,3,2,0,0,82,0
61641,R&D,Cluster_7,Master's & above,m,other,2,34,3,3,1,0,82,0
69342,Sales & Marketing,Cluster_30,Bachelor's,m,sourcing,2,26,1,4,0,0,41,0
74735,Sales & Marketing,Cluster_7,Bachelor's,m,other,6,29,1,9,0,0,45,0
34491,Operations,Cluster_13,Bachelor's,m,sourcing,1,34,5,10,0,0,60,0
20870,Sales & Marketing,Cluster_9,Bachelor's,m,other,1,29,4,5,0,0,53,0
55869,Technology,Cluster_7,Bachelor's,f,sourcing,2,35,3,3,0,0,79,0
54307,Procurement,Cluster_22,Bachelor's,m,sourcing,1,30,3,3,0,0,70,0
